geneID	Glc1	Glc2	Glc3	Lac1	Lac2	Lac3	LNT1	LNT2	LNT3	XGL1	XGL2	XGL3
BcK1E1_00673	73619.039036478	68567.06011216396	56884.98157519876	313642.4685681122	354181.0981745847	308294.2877794702	184435.78193593846	254824.06323531785	226298.1685427956	250886.22433880967	241772.71336778643	251182.6736448172
BcK1E1_00674	412364.66564720037	371635.25026424375	319144.4372137149	1571420.2225335508	1781544.1168146639	1553849.9789535867	953800.2020300609	1249102.895392752	1134199.7033772664	1246432.0290579011	1220500.5165162482	1240736.449806767
BcK1E1_00675	1115830.969025467	900319.4522946688	908277.1183477319	1586114.2374507338	1813467.617959984	1574120.467689107	1242943.4604017274	1641508.9370913124	1636118.1686265667	1482027.2775077259	1439842.4298441573	1540233.3782083672
BcK1E1_00676	39181.03170100803	35829.078391956406	31719.89287384496	50184.015359209945	54324.95294890448	52628.89435375928	48536.994514504186	61997.99765668238	63530.89984945267	50601.01900617045	42326.055166273545	57935.11397026765
BcK1E1_00677	4141.9979258147305	4156.004936060165	3052.995122727856	5886.007513511695	6242.0024138716	5939.007718922794	6209.995372970356	7932.998000389931	7385.994391413617	6062.9933389915195	4847.001350131721	7227.005536699882
BcK1E1_00678	37699.01357206555	30858.989558537927	29381.9650504577	33595.980632609986	37598.02060460386	35260.00526592806	34282.009314493145	45801.975145697055	42999.98486255454	35588.00171181962	30881.987506883965	41286.97202871622
BcK1E1_00679	123785.99988763996	102448.03082773367	96996.00996301459	112096.96473411312	124660.06233410654	117286.00006683926	115284.93045097396	153652.9169697877	141426.00969312686	113590.98758197275	109587.99691274707	121663.8947513517
BcK1E1_00680	22964.99092311539	19188.98896002697	17964.975988460363	17383.987269204063	19125.02584539595	17802.97908607144	18951.012058234337	24136.000566415572	22662.014208544646	17125.01701753326	17280.014510577825	18839.017029391347
BcK1E1_00681	7159.005302910967	5851.010196151715	4992.9928835203555	5352.9990129498465	5855.01305130514	5669.0110802682975	6135.007634389632	7858.000939901148	7077.997878879336	5246.992660299334	5506.987773714122	5817.01220636065
BcK1E1_00682	29587.01222858168	22538.973092659384	24487.000555980783	27462.955706115452	30570.977419700936	27401.049506406445	26264.998737257294	32650.937285861244	34205.9976409376	24111.007179301487	22951.023781529486	26989.054604237102
